-3.059728418581570075e+00,2.223626324241364041e-03
-3.067191163306232760e+00,2.223807804373601968e-03
-3.074648794411948050e+00,2.223997656695685804e-03
-3.082101658920717746e+00,2.224196193943181726e-03
-3.089550096940258950e+00,2.224403699082809233e-03
-3.096994442337712261e+00,2.224620424547185237e-03
-3.104435023422356998e+00,2.224846591533023027e-03
-3.111872163636567823e+00,2.225082389362904520e-03
-3.119306182254254711e+00,2.225327974910695610e-03
-3.126737395086029103e+00,2.225583472090679211e-03
-3.134166115190335944e+00,2.225848971410421609e-03
3.141592653589793116e+00,2.226124529587339158e-03
3.134167987187599369e+00,2.226410169228951880e-03
3.126744883665613539e+00,2.226705878576706443e-03
3.119323033769847431e+00,2.227011611313283942e-03
3.111902127379684302e+00,2.227327286433222493e-03
3.104481852776678874e+00,2.227652788176688083e-03
3.097061895912562424e+00,2.227987966026167763e-03
3.089641939677155502e+00,2.228332634765862238e-03
3.082221663166866410e+00,2.228686574603477334e-03
3.074800740954450884e+00,2.229049531354141116e-03
3.067378842360672930e+00,2.229421216686095376e-03
3.059955630728503628e+00,2.229801308427829289e-03
3.052530762700461864e+00,2.230189450936259730e-03
3.045103887499684525e+00,2.230585255525583104e-03
3.037674646215283047e+00,2.230988300956368055e-03
3.030242671092530760e+00,2.231398133984467940e-03
3.022807584828381966e+00,2.231814269969302055e-03
3.017995435817701022e+00,2.232074114879282860e-03
3.015369484693483759e+00,2.232244721932625207e-03
3.007928583902069075e+00,2.232697665826950499e-03
3.000483652213823405e+00,2.233156877130503242e-03
2.993034282640081756e+00,2.233621730982295397e-03
2.985580054975233377e+00,2.234091573797471458e-03
2.978120535123891077e+00,2.234565724241647545e-03
2.970655274436758475e+00,2.235043474261939975e-03
2.963183809055485618e+00,2.235524090174201457e-03
2.958714861813326991e+00,2.235800005447445039e-03
2.955706921879428073e+00,2.236021826350170945e-03
2.948225038150110944e+00,2.236544650711057118e-03
2.940735858504234912e+00,2.237069418695660124e-03
2.933238865183852795e+00,2.237595274176438706e-03
2.925733521771385348e+00,2.238121340572529414e-03
2.918219272587836421e+00,2.238646722288665895e-03
2.915821412025174642e+00,2.238803436897324889e-03
2.910698873312161261e+00,2.239202235593052478e-03
2.903170371864095323e+00,2.239771358944533594e-03
2.895631655063461540e+00,2.240338251688554251e-03
2.888082095667194871e+00,2.240901918863450176e-03
2.880521043969535455e+00,2.241461353539159467e-03
2.880422210977211517e+00,2.241468045738520543e-03
2.872954343829480894e+00,2.242068610213580025e-03
2.865375394184321411e+00,2.242671397044531702e-03
